,image_path,uniq_id,label,First_category,image,width,height,definition,image_224x224
222,../Data\Images\922a04084481d4b3275a3f7bb54e90f3.jpg,922a04084481d4b3275a3f7bb54e90f3,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1022x1100 at 0x1580F4BF4D0>,1022,1100,1124200,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4BEF50>
223,../Data\Images\f2751cf0dd59d223cacbc5da5df42a1a.jpg,f2751cf0dd59d223cacbc5da5df42a1a,5,Kitchen & Dining,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=880x1100 at 0x1580F4BF9D0>,880,1100,968000,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4BF450>
224,../Data\Images\cc2e2bb105a5c2b2e43842886d057b81.jpg,cc2e2bb105a5c2b2e43842886d057b81,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1100x672 at 0x1580F4BFED0>,1100,672,739200,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4BF950>
225,../Data\Images\67d6b4a8aa19d57740b0440365b77624.jpg,67d6b4a8aa19d57740b0440365b77624,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=894x3141 at 0x1580F4C8410>,894,3141,2808054,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4BFE50>
226,../Data\Images\f39a2cce8929f5b44087d688995994e4.jpg,f39a2cce8929f5b44087d688995994e4,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1243x1489 at 0x1580F4C8910>,1243,1489,1850827,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4C8390>
227,../Data\Images\4451f1b01168b6a085738d0b0f2f02aa.jpg,4451f1b01168b6a085738d0b0f2f02aa,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1309x1143 at 0x1580F4C8E10>,1309,1143,1496187,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4C8890>
228,../Data\Images\9f76aaed44b540869da862c5dd4b266f.jpg,9f76aaed44b540869da862c5dd4b266f,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1100x543 at 0x1580F4C9310>,1100,543,597300,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4C8D90>
229,../Data\Images\caabe6014b914fe2874a9a8d7284f79b.jpg,caabe6014b914fe2874a9a8d7284f79b,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1100x1053 at 0x1580F4C9810>,1100,1053,1158300,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4C9290>
230,../Data\Images\968a2b3be84193e3f755c2fe71033a2c.jpg,968a2b3be84193e3f755c2fe71033a2c,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=985x1100 at 0x1580F4C9D10>,985,1100,1083500,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4C92D0>
231,../Data\Images\f8c1b5fb422d8418dc9e40a43fece55a.jpg,f8c1b5fb422d8418dc9e40a43fece55a,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=592x2136 at 0x1580F4CA210>,592,2136,1264512,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4C9C90>
232,../Data\Images\4642d967bc34a36454b281de632f6c11.jpg,4642d967bc34a36454b281de632f6c11,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=729x1100 at 0x1580F4CA710>,729,1100,801900,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4CA190>
233,../Data\Images\34d3b2b8d263294107a3ffc69b35ff8f.jpg,34d3b2b8d263294107a3ffc69b35ff8f,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=902x1100 at 0x1580F4CAC10>,902,1100,992200,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4CA690>
234,../Data\Images\ed139e0d1b5c973495e1aa35dd4a5533.jpg,ed139e0d1b5c973495e1aa35dd4a5533,5,Kitchen & Dining,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1100x468 at 0x1580F4CB110>,1100,468,514800,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4CAB90>
235,../Data\Images\e1e133cbe616bee3b3e9e6f4f0882e3d.jpg,e1e133cbe616bee3b3e9e6f4f0882e3d,5,Kitchen & Dining,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1100x1060 at 0x1580F4CB610>,1100,1060,1166000,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4CB090>
236,../Data\Images\cf2ba696547459733c6bbfad4e3bcf62.jpg,cf2ba696547459733c6bbfad4e3bcf62,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=967x1100 at 0x1580F4CBB10>,967,1100,1063700,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4CB590>
237,../Data\Images\be0e65c6d8c2cc8cb913b36aa4168cf0.jpg,be0e65c6d8c2cc8cb913b36aa4168cf0,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1100x697 at 0x1580F4D0050>,1100,697,766700,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4CBA90>
238,../Data\Images\2e8df36b35d22cf219cf8bae6c2af752.jpg,2e8df36b35d22cf219cf8bae6c2af752,5,Kitchen & Dining,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=5760x3840 at 0x1580F4D0550>,5760,3840,22118400,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4CBF90>
239,../Data\Images\8f41774c16a931d71fcf01f8fee171e0.jpg,8f41774c16a931d71fcf01f8fee171e0,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1044x1100 at 0x1580F4D0A50>,1044,1100,1148400,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4D04D0>
240,../Data\Images\7e4c1d31e279a700c6b8e66d820e8601.jpg,7e4c1d31e279a700c6b8e66d820e8601,5,Kitchen & Dining,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1100x476 at 0x1580F4D0F50>,1100,476,523600,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4D09D0>
241,../Data\Images\1357e9d24661c3b5797aa1016e0c3be1.jpg,1357e9d24661c3b5797aa1016e0c3be1,5,Kitchen & Dining,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1100x568 at 0x1580F4D1450>,1100,568,624800,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4D0ED0>
242,../Data\Images\799ddb97164ff2d5d53bb8b27b8c355f.jpg,799ddb97164ff2d5d53bb8b27b8c355f,5,Kitchen & Dining,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1100x545 at 0x1580F4D1950>,1100,545,599500,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4D13D0>
243,../Data\Images\607dc41467008ee7a8dba0276f180f63.jpg,607dc41467008ee7a8dba0276f180f63,5,Kitchen & Dining,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=425x255 at 0x1580F4D1E50>,425,255,108375,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4D18D0>
244,../Data\Images\0c4718ae90f2889b7021a99ee1cc106c.jpg,0c4718ae90f2889b7021a99ee1cc106c,5,Kitchen & Dining,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2800x1488 at 0x1580F4D2350>,2800,1488,4166400,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4D1DD0>
245,../Data\Images\85fe188e1ee8237b70df0d475907bf24.jpg,85fe188e1ee8237b70df0d475907bf24,5,Kitchen & Dining,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1100x435 at 0x1580F4D2850>,1100,435,478500,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4D22D0>
246,../Data\Images\ea42376c9c52752d9d01bba12eb2999b.jpg,ea42376c9c52752d9d01bba12eb2999b,5,Kitchen & Dining,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1100x413 at 0x1580F4D2D50>,1100,413,454300,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4D27D0>
247,../Data\Images\87f1807e002d3555b8dfb465a8a61df2.jpg,87f1807e002d3555b8dfb465a8a61df2,5,Kitchen & Dining,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=488x160 at 0x1580F4D3250>,488,160,78080,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4D2CD0>
248,../Data\Images\45d0af2c709de47268c80c35a117de44.jpg,45d0af2c709de47268c80c35a117de44,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=328x977 at 0x1580F4D3750>,328,977,320456,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4D31D0>
249,../Data\Images\0131e5d87b72877702d536299cf83b75.jpg,0131e5d87b72877702d536299cf83b75,5,Kitchen & Dining,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x475 at 0x1580F4D3C50>,512,475,243200,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4D36D0>
250,../Data\Images\17611e6e94d73ef376834e5c6ee03dde.jpg,17611e6e94d73ef376834e5c6ee03dde,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=361x1100 at 0x1580F4DC190>,361,1100,397100,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4D3BD0>
251,../Data\Images\72cbc043d14ee578c789c9fab3c43cdd.jpg,72cbc043d14ee578c789c9fab3c43cdd,5,Kitchen & Dining,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1100x517 at 0x1580F4DC690>,1100,517,568700,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4DC110>
252,../Data\Images\6bc04b3ec1f8d4da2a00f8662f4fbed3.jpg,6bc04b3ec1f8d4da2a00f8662f4fbed3,5,Kitchen & Dining,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=984x579 at 0x1580F4DCB90>,984,579,569736,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4DC610>
253,../Data\Images\fb733e04ff2d72c59d8513eb574e81a2.jpg,fb733e04ff2d72c59d8513eb574e81a2,5,Kitchen & Dining,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=5607x3171 at 0x1580F4DD090>,5607,3171,17779797,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4DCB10>
254,../Data\Images\fda51c31a1b7ae8f3c7b5c0174d3e201.jpg,fda51c31a1b7ae8f3c7b5c0174d3e201,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1432x856 at 0x1580F4DD590>,1432,856,1225792,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4DD010>
255,../Data\Images\c38eb8abdaa1d8c28bc8c262761dfbc5.jpg,c38eb8abdaa1d8c28bc8c262761dfbc5,5,Kitchen & Dining,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=4683x2333 at 0x1580F4DDA90>,4683,2333,10925439,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4DD510>
256,../Data\Images\73b692cdfce9a77b721a54d4b7fb35a7.jpg,73b692cdfce9a77b721a54d4b7fb35a7,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1243x1489 at 0x1580F4DDF90>,1243,1489,1850827,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4DDA10>
257,../Data\Images\40d7d3d1961236dd814e15592fa52994.jpg,40d7d3d1961236dd814e15592fa52994,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=389x734 at 0x1580F4DE490>,389,734,285526,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4DDF10>
258,../Data\Images\9833d0de7f7e1927c807411c10b19189.jpg,9833d0de7f7e1927c807411c10b19189,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1096x1100 at 0x1580F4DE990>,1096,1100,1205600,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4DDF50>
259,../Data\Images\724e6eb7edc83eb48b6492d12e940ebd.jpg,724e6eb7edc83eb48b6492d12e940ebd,5,Kitchen & Dining,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1100x539 at 0x1580F4DEE90>,1100,539,592900,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4DE910>
260,../Data\Images\04f9f818e2d657b873b07578cfe2eade.jpg,04f9f818e2d657b873b07578cfe2eade,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1100x938 at 0x1580F4DF390>,1100,938,1031800,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4DEE10>
261,../Data\Images\273982a65b9c7dabe56c8345552bfad7.jpg,273982a65b9c7dabe56c8345552bfad7,5,Kitchen & Dining,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1100x508 at 0x1580F4DF890>,1100,508,558800,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4DF310>
262,../Data\Images\e1b2b3ad430dd738d958292441b6d046.jpg,e1b2b3ad430dd738d958292441b6d046,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1100x557 at 0x1580F4DFD90>,1100,557,612700,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4DF810>
263,../Data\Images\9a3cdc88ebbba7612e88eac1b82c5f82.jpg,9a3cdc88ebbba7612e88eac1b82c5f82,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1100x987 at 0x1580F4E82D0>,1100,987,1085700,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4DFD10>
264,../Data\Images\a4951eb41979fe482879f777c8f21d2b.jpg,a4951eb41979fe482879f777c8f21d2b,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2592x1912 at 0x1580F4E87D0>,2592,1912,4955904,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4E8250>
265,../Data\Images\412d0425bb7076610aace6549ded265c.jpg,412d0425bb7076610aace6549ded265c,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1020x1360 at 0x1580F4E8CD0>,1020,1360,1387200,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4E8750>
266,../Data\Images\0e73201f6d8807776e1d21c969078289.jpg,0e73201f6d8807776e1d21c969078289,5,Kitchen & Dining,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2184x992 at 0x1580F4E91D0>,2184,992,2166528,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4E8C50>
267,../Data\Images\86dcb7d4ce6ec7bfb3e26d1bd859f4fb.jpg,86dcb7d4ce6ec7bfb3e26d1bd859f4fb,5,Kitchen & Dining,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1100x1100 at 0x1580F4E96D0>,1100,1100,1210000,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4E9150>
268,../Data\Images\093097cfe5626f4ad8914e0a16a940b5.jpg,093097cfe5626f4ad8914e0a16a940b5,5,Kitchen & Dining,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=929x702 at 0x1580F4E9BD0>,929,702,652158,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4E9650>
269,../Data\Images\908cc351957d02f72f60916006c531ba.jpg,908cc351957d02f72f60916006c531ba,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=632x1167 at 0x1580F4EA0D0>,632,1167,737544,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4E9B50>
270,../Data\Images\7ee2e665b7de2e1cc29e3c65bde0c318.jpg,7ee2e665b7de2e1cc29e3c65bde0c318,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1424x1623 at 0x1580F4EA5D0>,1424,1623,2311152,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4EA050>
271,../Data\Images\9906d8f74589c452b00f2b5642a63c5f.jpg,9906d8f74589c452b00f2b5642a63c5f,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=712x798 at 0x1580F4EAAD0>,712,798,568176,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4EA550>
272,../Data\Images\0f7a56876c61ba98dfed48ede5d3f3e1.jpg,0f7a56876c61ba98dfed48ede5d3f3e1,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1100x880 at 0x1580F4EAFD0>,1100,880,968000,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4EAA50>
273,../Data\Images\6a1afb657e9ac01e3ca1956dfdcc3e9a.jpg,6a1afb657e9ac01e3ca1956dfdcc3e9a,5,Kitchen & Dining,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=4134x2666 at 0x1580F4EB4D0>,4134,2666,11021244,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4EAF50>
274,../Data\Images\c3e1435782c0929327449eec11475b96.jpg,c3e1435782c0929327449eec11475b96,5,Kitchen & Dining,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=416x286 at 0x1580F4EB9D0>,416,286,118976,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4EB450>
275,../Data\Images\719677b02bfccafb86e9be78f36f938b.jpg,719677b02bfccafb86e9be78f36f938b,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1063x1373 at 0x1580F4EBED0>,1063,1373,1459499,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4EB950>
276,../Data\Images\14826adf9bc4c34ea566dae3d85ef7cf.jpg,14826adf9bc4c34ea566dae3d85ef7cf,6,Watches,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=591x1000 at 0x1580F4F0410>,591,1000,591000,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4EBE50>
277,../Data\Images\113783ce1db999778b5a4bd374e61209.jpg,113783ce1db999778b5a4bd374e61209,6,Watches,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=586x1163 at 0x1580F4F0910>,586,1163,681518,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4F0390>
278,../Data\Images\553aa0252537751d153e7c50029f0242.jpg,553aa0252537751d153e7c50029f0242,6,Watches,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1396x1728 at 0x1580F4F0E10>,1396,1728,2412288,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4F0890>
279,../Data\Images\e2cec0756030a25f294ead3acc0570d2.jpg,e2cec0756030a25f294ead3acc0570d2,6,Watches,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2477x1246 at 0x1580F4F1310>,2477,1246,3086342,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4F0D90>
280,../Data\Images\009099b1f6e1e8f893ec29a7023153c4.jpg,009099b1f6e1e8f893ec29a7023153c4,6,Watches,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=687x1162 at 0x1580F4F1810>,687,1162,798294,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4F1290>
281,../Data\Images\db3e2eeb4fe90d4755f2911d661eae95.jpg,db3e2eeb4fe90d4755f2911d661eae95,4,Home Furnishing,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1100x914 at 0x1580F4F1D10>,1100,914,1005400,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4F1790>
282,../Data\Images\a8ea6fc2b3cd95f46bced80853ce8e0e.jpg,a8ea6fc2b3cd95f46bced80853ce8e0e,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=559x1373 at 0x1580F4F2210>,559,1373,767507,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4F1C90>
283,../Data\Images\4d2e9f36823bad0f6fe8c6b19bb92bdb.jpg,4d2e9f36823bad0f6fe8c6b19bb92bdb,6,Watches,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1070x1799 at 0x1580F4F2710>,1070,1799,1924930,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4F2190>
284,../Data\Images\63f2d92a3f5fc6cfc11e7f99d5798eac.jpg,63f2d92a3f5fc6cfc11e7f99d5798eac,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=471x566 at 0x1580F4F2C10>,471,566,266586,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4F2690>
285,../Data\Images\64a9d0488652194fd8e879d5e6dc8015.jpg,64a9d0488652194fd8e879d5e6dc8015,6,Watches,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=602x1175 at 0x1580F4F3110>,602,1175,707350,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4F2B90>
286,../Data\Images\08613e8b27838b997069b1fedb6e88d2.jpg,08613e8b27838b997069b1fedb6e88d2,6,Watches,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1152x1816 at 0x1580F4F3610>,1152,1816,2092032,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4F2BD0>
287,../Data\Images\a66a68fbed935f90b62d5d29003267fc.jpg,a66a68fbed935f90b62d5d29003267fc,4,Home Furnishing,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=5701x2395 at 0x1580F4F3B10>,5701,2395,13653895,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4F3590>
288,../Data\Images\7f7c64d439d64656d6baa40f5798cdf5.jpg,7f7c64d439d64656d6baa40f5798cdf5,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2257x2990 at 0x1580F508050>,2257,2990,6748430,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4F3A90>
289,../Data\Images\2aaa6083689193df5ab01fe37dea1b5e.jpg,2aaa6083689193df5ab01fe37dea1b5e,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=834x952 at 0x1580F508550>,834,952,793968,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F4F3F90>
290,../Data\Images\45204a03550940bdcbc8e4703c07f550.jpg,45204a03550940bdcbc8e4703c07f550,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=992x1242 at 0x1580F508A50>,992,1242,1232064,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F5084D0>
291,../Data\Images\8876d7569efdaff5a21b33a1ab44a13d.jpg,8876d7569efdaff5a21b33a1ab44a13d,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1722x1776 at 0x1580F508F50>,1722,1776,3058272,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F5089D0>
292,../Data\Images\7c15895bbfd7da97c219be5b28150a06.jpg,7c15895bbfd7da97c219be5b28150a06,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1065x1657 at 0x1580F509450>,1065,1657,1764705,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F508ED0>
293,../Data\Images\c2efa8aa11898bdb5fc4e46201973a42.jpg,c2efa8aa11898bdb5fc4e46201973a42,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1060x813 at 0x1580F509950>,1060,813,861780,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F5093D0>
294,../Data\Images\688bb32bf0d9b6e350d2c0912a3b7c9f.jpg,688bb32bf0d9b6e350d2c0912a3b7c9f,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1502x2130 at 0x1580F509E50>,1502,2130,3199260,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F5098D0>
295,../Data\Images\735820e1614052fde55659da9dc10ccc.jpg,735820e1614052fde55659da9dc10ccc,5,Kitchen & Dining,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1100x739 at 0x1580F50A350>,1100,739,812900,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F509DD0>
296,../Data\Images\458c697fe5824552890b0e674cf5c109.jpg,458c697fe5824552890b0e674cf5c109,2,Computers,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=473x1100 at 0x1580F50A850>,473,1100,520300,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F50A2D0>
297,../Data\Images\6ed34e1ab886e8a702ec59dd66ba4dff.jpg,6ed34e1ab886e8a702ec59dd66ba4dff,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1000x885 at 0x1580F50AD50>,1000,885,885000,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F50A7D0>
298,../Data\Images\2971287a1ac427bd98c4778112d20d06.jpg,2971287a1ac427bd98c4778112d20d06,5,Kitchen & Dining,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1100x883 at 0x1580F50B250>,1100,883,971300,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F50ACD0>
299,../Data\Images\4b8728226cc2934095782f7e7f3ce740.jpg,4b8728226cc2934095782f7e7f3ce740,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1100x652 at 0x1580F50B750>,1100,652,717200,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F50B1D0>
300,../Data\Images\8c6942026d53b881d1da9359ea19c9fc.jpg,8c6942026d53b881d1da9359ea19c9fc,5,Kitchen & Dining,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3199x2109 at 0x1580F50BC50>,3199,2109,6746691,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F50B6D0>
301,../Data\Images\23704dd51c975e845c574b044aae0a9f.jpg,23704dd51c975e845c574b044aae0a9f,1,Beauty and Personal Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=400x342 at 0x1580F50C190>,400,342,136800,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F50BBD0>
302,../Data\Images\26d8d458084ef90d395d303eaeb71587.jpg,26d8d458084ef90d395d303eaeb71587,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2701x1770 at 0x1580F50C690>,2701,1770,4780770,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F50C110>
303,../Data\Images\a554abb9699959ec78425eac2b997c27.jpg,a554abb9699959ec78425eac2b997c27,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1118x1106 at 0x1580F50CB90>,1118,1106,1236508,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F50C610>
304,../Data\Images\95cb9561009bd6707c67f05e6a00c16e.jpg,95cb9561009bd6707c67f05e6a00c16e,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=917x1100 at 0x1580F50D090>,917,1100,1008700,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F50CB10>
305,../Data\Images\906b5b16c78ba1c718501138702cb32c.jpg,906b5b16c78ba1c718501138702cb32c,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1426x1267 at 0x1580F50D590>,1426,1267,1806742,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F50D010>
